INDEX,STATE,YEAR,REVENUE_PER_STUDENT,TOTAL_EXPENDITURE_PER_STUDENT,INSTRUCTION_EXPENDITURE_PER_STUDENT,SUPPORT_SERVICES_EXPENDITURE_PER_STUDENT,OTHER_EXPENDITURE_PER_STUDENT,CAPITAL_OUTLAY_EXPENDITURE_PER_STUDENT
295,SOUTH_CAROLINA,1997,6.035043035,6.108914593,3.051471745,1.729541613,0.384558944,0.793913619
296,SOUTH_DAKOTA,1997,5.512215987,5.243707642,2.883112956,1.522252786,0.243729766,0.466014262
297,TENNESSEE,1997,4.952955217,5.296468088,2.996728771,1.378727086,0.280853046,0.540862725
298,TEXAS,1997,6.034855787,6.186290073,3.146185963,1.656568399,0.301485273,0.822473595
299,UTAH,1997,4.558616708,4.540899352,2.452950322,1.051745267,0.335054146,0.589453786
300,VERMONT,1997,10.06601433,10.52623445,4.542437785,2.25645771,0.253593086,0.946654985
301,VIRGINIA,1997,6.700018882,6.783254993,3.514446596,1.9648885,0.350081503,0.758837851
302,WASHINGTON,1997,6.842071454,6.969967286,3.444110029,2.038841298,0.300997225,0.920608843
303,WEST_VIRGINIA,1997,6.768963324,6.650996405,3.730178189,1.931798933,0.463005988,0.4752456
304,WISCONSIN,1997,7.650274567,7.952584751,4.263780956,2.2617446,0.257678713,0.865952008
305,WYOMING,1997,6.682517185,7.037336627,3.671958047,2.092987234,0.233900604,0.852728874
306,ALABAMA,1998,5.60045907,5.74179957,3.000987392,1.562909751,0.483864248,0.6199621
307,ALASKA,1998,9.233463214,9.361286964,5.211914294,2.881722076,0.325002105,0.803035986
308,ARIZONA,1998,5.885828452,5.949784158,2.633336732,1.656653209,0.35222722,0.955657025
309,ARKANSAS,1998,5.625839533,5.55713644,2.996816075,1.603179542,0.373128376,0.422017947
310,CALIFORNIA,1998,6.841537541,6.650283977,3.506744803,1.910011028,0.325231561,0.757038663
311,COLORADO,1998,6.35092517,6.904738038,3.283441634,2.14263506,0.231347981,0.907007984
312,CONNECTICUT,1998,9.753976096,9.338901388,5.521998831,2.804008999,0.315107902,0.281058972
313,DELAWARE,1998,8.386850702,8.213438274,4.591467136,2.47602039,0.368264709,0.548811789
314,DISTRICT_OF_COLUMBIA,1998,9.167797072,9.294912529,3.676310773,4.408865142,0.433051056,0.776685557
315,FLORIDA,1998,6.803916043,6.611831804,3.123879169,2.008918658,0.468130293,0.850524461
316,GEORGIA,1998,6.691349438,6.534177096,3.504941206,1.800867745,0.354925944,0.743478103
317,HAWAII,1998,6.736243134,6.669113736,3.74971957,1.730076309,0.549537356,0.639780501
318,IDAHO,1998,5.363927611,5.493872825,2.922914203,1.544514593,0.220087315,0.676440142
319,ILLINOIS,1998,7.447136644,7.709907088,3.747294421,2.303816253,0.323402991,0.971909941
320,INDIANA,1998,7.76790776,7.760150757,3.799538394,2.120129047,0.357725045,0.777762785
321,IOWA,1998,7.164307639,7.285214767,3.647626803,2.040666275,0.289837024,0.650309148
322,KANSAS,1998,6.839673334,6.583048318,3.27666425,2.160520705,0.413021877,0.402725063
323,KENTUCKY,1998,6.103245034,6.22801101,3.280150396,1.828523694,0.374607893,0.620121135
324,LOUISIANA,1998,5.736756692,5.654553999,3.082839182,1.633358767,0.415805856,0.400376471
325,MAINE,1998,7.602061895,7.552471727,4.478079401,1.990303625,0.286915553,0.391519445
326,MARYLAND,1998,7.849914053,7.847651021,4.315021234,2.290455303,0.364702002,0.671930222
327,MASSACHUSETTS,1998,8.199345028,8.594347421,5.146390175,2.306138713,0.270711671,0.498121149
328,MICHIGAN,1998,8.754378751,8.869527937,4.103301342,2.705083844,0.395003686,1.025412973
329,MINNESOTA,1998,7.927054387,8.096831143,4.020844149,2.045453195,0.537566397,0.9281557
330,MISSISSIPPI,1998,4.755740978,5.038617886,2.616152792,1.344102125,0.343509802,0.660014422
331,MISSOURI,1998,6.587012242,6.432135785,3.390922556,1.862643096,0.360050844,0.608164796
332,MONTANA,1998,6.386349621,6.210663279,3.54649614,1.889562418,0.242088256,0.455378506
333,NEBRASKA,1998,7.074925404,6.74418836,3.726744864,1.813252392,0.270957232,0.733323044
334,NEVADA,1998,6.42860755,6.84396924,3.180304159,1.938500646,0.204665213,1.147642952
335,NEW_HAMPSHIRE,1998,7.218376081,7.260803928,4.107612309,1.92320087,0.228618337,0.480928563
336,NEW_JERSEY,1998,11.12794968,11.27827883,5.865979847,3.585668648,0.416794732,0.896571123
337,NEW_MEXICO,1998,5.770089817,5.829651494,2.837954853,1.871237635,0.289076892,0.744808893
338,NEW_YORK,1998,9.841580858,10.53050273,6.090647522,2.604817932,0.368557301,0.960560383
339,NORTH_CAROLINA,1998,6.111315355,6.250417476,3.358253185,1.574386387,0.373832733,0.808168226
340,NORTH_DAKOTA,1998,6.26115244,6.121972726,3.138683195,1.58300874,0.464648626,0.489688648
341,OHIO,1998,7.352676969,7.042893233,3.622052058,2.311516665,0.35923502,0.609843035
342,OKLAHOMA,1998,5.708014193,5.80094311,2.905172676,1.730320468,0.574012997,0.527280773
343,OREGON,1998,7.204560684,7.292729339,3.826874308,2.415422434,0.258987905,0.590793483
344,PENNSYLVANIA,1998,8.749574563,9.17476467,4.6600067,2.464844509,0.34341857,0.926545698
345,RHODE_ISLAND,1998,8.239124157,8.017787288,5.006340413,2.332097193,0.320072724,0.158418441
346,SOUTH_CAROLINA,1998,6.340428093,6.544156313,3.19859617,1.826337327,0.393308583,0.957277143
347,SOUTH_DAKOTA,1998,5.932033389,5.843610226,3.016028662,1.607974689,0.256817604,0.804641805
348,TENNESSEE,1998,5.426801628,5.689800192,3.227327012,1.472799486,0.312701253,0.563927167
349,TEXAS,1998,6.297551144,6.616142339,3.293175956,1.786173365,0.310973516,0.915954251
350,UTAH,1998,4.774994748,4.838930474,2.601575255,1.115232389,0.347618919,0.639906325
351,VERMONT,1998,10.74475659,10.49557749,4.554652757,2.371096408,0.246891424,0.626004556
352,VIRGINIA,1998,6.953222634,7.034210917,3.699817701,2.048419404,0.367746204,0.716806129
353,WASHINGTON,1998,6.990005397,7.275369615,3.551974053,2.117511993,0.314482439,1.005815977
354,WEST_VIRGINIA,1998,7.245320662,6.98564194,3.886429006,2.015232579,0.469177388,0.570890845
355,WISCONSIN,1998,8.035436367,8.54414714,4.476796604,2.374610913,0.272936821,1.07545556
356,WYOMING,1998,7.287573572,7.324059106,3.793666584,2.239306143,0.234560225,0.876606151
357,ALABAMA,1999,6.061970693,6.267035772,3.25311704,1.637767255,0.598279104,0.699255327
358,ALASKA,1999,9.312003775,9.662252449,5.28109926,3.025309345,0.321306588,0.891924079
359,ARIZONA,1999,6.246738651,6.230335181,2.791671631,1.752266455,0.325370905,1.07024198
360,ARKANSAS,1999,5.940439974,5.864866001,3.151555043,1.698863448,0.393082895,0.435757255
361,CALIFORNIA,1999,7.088879534,6.993182978,3.615309921,1.976280341,0.334696475,0.811559857
362,COLORADO,1999,6.787285833,7.216794912,3.439156818,2.240846962,0.257132712,0.899211342
363,CONNECTICUT,1999,10.45186873,10.08684092,5.773647388,2.9390542,0.344149766,0.575425667
364,DELAWARE,1999,8.942948718,8.549991097,4.716951567,2.593198006,0.374430199,0.62707443
365,DISTRICT_OF_COLUMBIA,1999,10.54503471,10.27893002,4.369764498,4.886561226,0.413707243,0.60889705
366,FLORIDA,1999,7.324853325,6.923658931,3.261731504,2.114722226,0.485093421,0.896635494
367,GEORGIA,1999,7.407572018,7.212399138,3.80256278,1.934404774,0.368776364,0.966874118
368,HAWAII,1999,7.0642796,7.218887749,3.818316682,1.861428518,0.576437371,0.962705177
369,IDAHO,1999,5.744553865,5.761383844,3.1198252,1.66894364,0.235484807,0.606921671
370,ILLINOIS,1999,8.155756161,8.445009553,4.128677934,2.428803674,0.34560565,1.128960208
371,INDIANA,1999,8.275649489,8.305592006,4.080978548,2.281693723,0.375040405,0.81969336
372,IOWA,1999,7.50783599,7.605264003,3.644608542,2.116397773,0.492485157,0.682802972
373,KANSAS,1999,7.217750416,6.790447422,3.386177564,2.194902482,0.434344918,0.464975583
374,KENTUCKY,1999,6.407514672,6.587352439,3.422013745,1.919764759,0.374855422,0.730193627
375,LOUISIANA,1999,6.070614745,6.149931602,3.331215131,1.737585694,0.403574483,0.547320184
376,MAINE,1999,8.124488097,8.085019858,4.756465076,2.12746082,0.335836762,0.41106804
377,MARYLAND,1999,8.138968789,8.188800612,4.348547116,2.491029155,0.361394179,0.722709942
378,MASSACHUSETTS,1999,8.761335364,9.059349155,5.452341858,2.436559564,0.28390582,0.444952068
379,MICHIGAN,1999,8.989174515,9.336845736,4.25778721,2.858555953,0.413605695,1.105701021
380,MINNESOTA,1999,8.235520892,8.83022913,4.293109047,2.19898744,0.58908725,1.14418904
381,MISSISSIPPI,1999,5.041345032,5.597039703,2.742333523,1.454600284,0.361187304,0.907301615
382,MISSOURI,1999,6.844179722,6.832222238,3.584397348,1.953037804,0.388546924,0.675156846
383,MONTANA,1999,6.566230532,6.421649052,3.695500366,1.964007934,0.250843173,0.43737368
384,NEBRASKA,1999,7.617883967,7.101744937,3.883984255,1.863456194,0.293960046,0.842983232
385,NEVADA,1999,6.715835699,7.389094814,3.338757744,2.064179925,0.210622928,1.442656311
386,NEW_HAMPSHIRE,1999,7.444825393,7.411404607,4.268851987,1.997187606,0.233349234,0.418221931
387,NEW_JERSEY,1999,11.90796186,11.86805081,6.280981768,3.738734047,0.426924753,0.884941786
388,NEW_MEXICO,1999,6.292189283,6.385464612,3.03748536,2.095337907,0.317521257,0.840357148
389,NEW_YORK,1999,10.60057495,11.17120622,6.428481114,2.776366919,0.313422342,1.161196933
390,NORTH_CAROLINA,1999,6.809075399,6.967798086,3.561898458,1.769507585,0.379539828,1.097008979
391,NORTH_DAKOTA,1999,6.723010843,6.602910621,3.32486512,1.68254675,0.463089065,0.644474709
392,OHIO,1999,7.908428956,7.558557964,3.878751883,2.480908253,0.371300042,0.657592569
393,OKLAHOMA,1999,6.028271087,6.074326754,3.077881124,1.837736786,0.582875381,0.509678261
394,OREGON,1999,7.536722715,7.706238595,4.03407605,2.558701305,0.280923322,0.607442061
395,PENNSYLVANIA,1999,9.153880711,9.574533828,4.79018479,2.553515382,0.363714943,1.031142478
396,RHODE_ISLAND,1999,8.838501073,8.3862143,5.156196734,2.491048078,0.336705484,0.186136231
397,SOUTH_CAROLINA,1999,6.687826992,7.063301728,3.405522336,2.001162807,0.408649199,1.076104858
398,SOUTH_DAKOTA,1999,6.269365663,6.362185716,3.227028422,1.735826855,0.257606583,0.937112839
399,TENNESSEE,1999,5.660493689,6.093420314,3.366192235,1.532674679,0.326161671,0.749126803
400,TEXAS,1999,6.635115739,7.089619241,3.42908739,1.930971567,0.332095437,1.009499578
401,UTAH,1999,5.065850205,5.113866762,2.745943101,1.186725952,0.392856099,0.653349735
402,VERMONT,1999,11.43620202,11.260633,5.066628134,2.608801371,0.246392554,0.439929047
403,VIRGINIA,1999,7.419759222,7.423799804,3.883265738,2.158319218,0.393206443,0.779371924
404,WASHINGTON,1999,7.290942722,7.49200593,3.645464859,2.164667232,0.330250816,1.053720629
405,WEST_VIRGINIA,1999,7.386318036,7.315544375,4.103533625,2.148837805,0.493854345,0.525447562
406,WISCONSIN,1999,8.436162019,8.960133472,4.644828171,2.524003308,0.28409992,1.122421025
407,WYOMING,1999,8.270228765,7.826932853,4.136464732,2.514943868,0.262963355,0.756439314
408,ALABAMA,2000,6.691350399,6.852063316,3.494616425,1.806466589,0.542204431,0.909226989
409,ALASKA,2000,9.889250275,10.4418244,5.403660538,3.144336029,0.352215747,1.389423439
410,ARIZONA,2000,6.724497949,6.623892529,3.05462766,1.931215613,0.332190322,0.94307609
411,ARKANSAS,2000,6.31136703,5.953175922,3.397068448,1.784251172,0.306643801,0.325381419
412,CALIFORNIA,2000,7.84729565,7.712919808,3.957354712,2.09175075,0.381962912,0.984431868
413,COLORADO,2000,7.171342708,7.695668583,3.589543082,2.366353988,0.270273212,1.106405385
414,CONNECTICUT,2000,11.09443532,10.5687614,6.013094805,3.082583061,0.340595026,0.696274061
415,DELAWARE,2000,9.743886538,9.228776953,5.07332606,2.779862164,0.378116601,0.702269764
416,DISTRICT_OF_COLUMBIA,2000,12.45616291,12.13655634,4.497611713,6.075167463,0.326545321,1.237231848
417,FLORIDA,2000,7.386110797,7.227175194,3.260510476,2.150921372,0.484227503,1.174734391
418,GEORGIA,2000,7.869452071,7.649305207,4.006696694,2.060196452,0.383990622,1.068796247
419,HAWAII,2000,7.558888411,7.336226192,4.116722264,2.007091359,0.588437534,0.623975035
420,IDAHO,2000,5.921974016,5.986220874,3.256706059,1.733955616,0.243591626,0.625839022
421,ILLINOIS,2000,8.780669006,9.019282487,4.360785472,2.617588539,0.357709377,1.231510116
422,INDIANA,2000,8.59994996,8.628804899,4.196678734,2.404184908,0.379883186,0.85206551
423,IOWA,2000,7.686395161,7.992770978,3.83420705,2.220134285,0.524631963,0.710646067
424,KANSAS,2000,7.49561866,7.088310676,3.539883718,2.327442546,0.445991176,0.439180019
425,KENTUCKY,2000,6.698082037,6.977884409,3.6283074,1.986262253,0.402804784,0.796806334
426,LOUISIANA,2000,6.374024815,6.403016963,3.465423474,1.84448988,0.409204068,0.552335982
427,MAINE,2000,8.575536333,8.814211624,5.038308805,2.271955677,0.371504985,0.684707098
428,MARYLAND,2000,8.76353029,8.688701154,4.576745076,2.586281069,0.354418119,0.898684357
429,MASSACHUSETTS,2000,9.869852864,9.872034514,5.865049478,2.610905959,0.337793968,0.556573265
430,MICHIGAN,2000,9.37575482,9.752826053,4.534706136,3.005547406,0.436879218,1.097991029
431,MINNESOTA,2000,8.745422635,9.211754872,4.555315959,2.312698029,0.632655783,1.073811766
432,MISSISSIPPI,2000,5.493577805,6.000604772,3.053352077,1.622812709,0.366703914,0.843225956
433,MISSOURI,2000,7.30720939,7.343714457,3.786772441,2.094720733,0.409472402,0.828465152
434,MONTANA,2000,7.020764895,6.682941397,3.895845115,2.083955497,0.262960586,0.364840737
435,NEBRASKA,2000,7.872808329,7.530546031,4.134097911,1.985318153,0.32910358,0.848034886
436,NEVADA,2000,6.917527103,7.485759037,3.422772642,2.136586714,0.214873622,1.316117441
437,NEW_HAMPSHIRE,2000,7.810240282,8.073684159,4.439762179,2.193805432,0.2448395,0.639887193
438,NEW_JERSEY,2000,12.2317673,12.43198582,6.443490718,3.940391953,0.444535623,1.031637883
439,NEW_MEXICO,2000,6.754296756,6.672124479,3.231336039,2.242430406,0.312734792,0.788116084
440,NEW_YORK,2000,11.15036565,11.7712046,6.939293959,2.927686322,0.369695661,1.141408391
441,NORTH_CAROLINA,2000,7.185162169,7.352520557,3.848031763,1.867957476,0.37982587,1.098003624
442,NORTH_DAKOTA,2000,7.236219281,7.145306144,3.58349429,1.816811899,0.496737844,0.723406528
443,OHIO,2000,8.410029596,8.180747364,4.11364417,2.682602989,0.398129341,0.756366573
444,OKLAHOMA,2000,6.230675627,6.182891782,3.075157249,1.955858712,0.618394277,0.456533319
445,OREGON,2000,8.050646812,8.103928408,4.217369675,2.642050783,0.273803799,0.720768178
446,PENNSYLVANIA,2000,9.588325917,10.02098916,4.947189365,2.741810121,0.38247541,1.038517339
447,RHODE_ISLAND,2000,9.429099266,8.937528564,5.443589034,2.713030492,0.370103829,0.196889624
448,SOUTH_CAROLINA,2000,7.034431147,7.44082306,3.63858994,2.127907256,0.418188908,1.073982423
449,SOUTH_DAKOTA,2000,6.66385987,6.897573669,3.406374013,1.884271448,0.283691155,1.107592168
450,TENNESSEE,2000,5.884481417,6.398853864,3.490003549,1.621625137,0.338419924,0.819343005
451,TEXAS,2000,7.29176638,7.833626368,3.786732682,2.094796961,0.34587091,1.190118637
452,UTAH,2000,5.329542625,5.186769492,2.837368548,1.248589994,0.402431802,0.565408562
453,VERMONT,2000,12.16125049,11.98499132,5.57921473,2.849350962,0.297111707,0.392655282
454,VIRGINIA,2000,7.867606979,8.08236446,4.258757823,2.330176494,0.306822887,0.892917903
455,WASHINGTON,2000,7.592730599,7.783030824,3.80462562,2.277119777,0.349405309,1.044180912
456,WEST_VIRGINIA,2000,7.70889952,7.710315415,4.371363177,2.309431511,0.538779031,0.44632314
457,WISCONSIN,2000,8.947406702,9.329203742,4.817437996,2.640324226,0.302286343,1.092835441
458,WYOMING,2000,8.568755918,8.379384652,4.542994896,2.642839263,0.270985928,0.768139917
459,ALABAMA,2001,6.633814301,6.981223886,3.646226933,1.886348163,0.585397759,0.741606409
460,ALASKA,2001,10.04279274,10.628776,5.311611168,3.633064363,0.366041596,1.13860666
461,ARIZONA,2001,7.090644988,7.021184414,3.042875788,2.039754934,0.322580529,1.240979306
462,ARKANSAS,2001,6.614708257,6.563760165,3.595526281,1.950719713,0.340899236,0.523348151
463,CALIFORNIA,2001,8.815331438,8.615762039,4.407225605,2.337070949,0.425179693,1.11759495
464,COLORADO,2001,7.424089673,7.914878623,3.743538723,2.549274834,0.289088236,0.928677235
465,CONNECTICUT,2001,11.77920305,11.13943455,6.250996705,3.252851516,0.430197146,0.717711494
466,DELAWARE,2001,10.29700593,10.49232074,5.479050466,3.119227165,0.410298514,1.186221052
467,DISTRICT_OF_COLUMBIA,2001,15.12166848,14.88786362,5.981516141,5.725875952,0.509365252,2.671106275
468,FLORIDA,2001,7.593738024,7.561789131,3.45944749,2.26778621,0.492531716,1.179611774
469,GEORGIA,2001,8.493077553,8.203679468,4.385351057,2.167077873,0.3923742,1.121499415
470,HAWAII,2001,9.125254936,7.394033413,3.97326969,2.235859189,0.572277067,0.612627468
471,IDAHO,2001,6.441904512,6.294880415,3.499967203,1.89327501,0.2660479,0.510162918
472,ILLINOIS,2001,9.151650982,9.548248141,4.600521714,2.81580339,0.328059414,1.302375658
473,INDIANA,2001,9.236939872,9.102435178,4.418325987,2.584876915,0.400775823,0.842821915
474,IOWA,2001,8.217076028,8.506691848,4.028300477,2.365835825,0.548590127,0.818463683
475,KANSAS,2001,7.861361341,7.453936931,3.674867139,2.476723455,0.471233936,0.447779104
476,KENTUCKY,2001,7.046639119,6.758404921,3.833849595,2.131767977,0.395265096,0.242951237
477,LOUISIANA,2001,6.758292945,6.700678085,3.600320392,1.977139888,0.429890277,0.555103408
478,MAINE,2001,9.241404444,9.45424794,5.397333604,2.477257917,0.385589682,0.72029869
479,MARYLAND,2001,9.22043099,9.357691225,4.892583126,2.775001172,0.432974957,0.953275805
480,MASSACHUSETTS,2001,10.98763373,10.94499003,6.351571639,2.807640067,0.350653357,0.977637188
481,MICHIGAN,2001,9.836688194,10.30665925,4.771880396,3.185077251,0.466607589,1.177620745
482,MINNESOTA,2001,9.369617617,9.829954112,4.760847264,2.525854091,0.680393981,1.153546329
483,MISSISSIPPI,2001,5.685955856,5.901946173,3.119714892,1.707542401,0.383989946,0.568367797
484,MISSOURI,2001,7.767898139,7.78863145,4.014010506,2.3042988,0.441203151,0.784838423
485,MONTANA,2001,7.368836458,7.298629606,4.125520362,2.293755656,0.287369101,0.476612799
486,NEBRASKA,2001,8.254882925,8.216997102,4.401950717,2.224931746,0.35200872,0.977222945
487,NEVADA,2001,7.016909657,7.932926991,3.450748414,2.164221051,0.225145897,1.696483439
488,NEW_HAMPSHIRE,2001,8.58645669,8.773125376,4.579300609,2.374705086,0.259587439,0.814835801
489,NEW_JERSEY,2001,12.95339669,13.17593136,6.749760028,4.226783841,0.468985048,1.127339868
490,NEW_MEXICO,2001,7.427119716,7.245721761,3.431629549,2.384321678,0.358527059,0.966252926
491,NEW_YORK,2001,12.03439547,13.32594948,7.720650343,3.186232988,0.40511337,1.603204451
492,NORTH_CAROLINA,2001,7.572843816,7.680278118,4.062531861,2.026054551,0.398190152,1.023693572
493,NORTH_DAKOTA,2001,7.520489392,7.490145972,3.853375372,2.005156819,0.537274332,0.530940913
494,OHIO,2001,9.164657384,8.93870207,4.392883847,2.924493809,0.422437314,0.940251303
495,OKLAHOMA,2001,6.832064964,6.882259954,3.401357706,2.224916949,0.670586253,0.518282486
496,OREGON,2001,8.374296015,8.656984044,4.470629052,2.852321039,0.294902672,0.769963066
497,PENNSYLVANIA,2001,10.04418188,10.53728846,5.18362854,2.902839614,0.400172625,1.055339822
498,RHODE_ISLAND,2001,10.19115022,9.624860022,5.892484402,2.972778755,0.317216445,0.175280755
499,SOUTH_CAROLINA,2001,8.035714022,8.116880775,3.93169455,2.284293485,0.440155701,1.246993783
500,SOUTH_DAKOTA,2001,6.92779679,7.427335802,3.685426531,2.076852156,0.310041723,1.12248996
501,TENNESSEE,2001,6.207389944,6.882554789,3.664713191,1.737486312,0.360923112,0.969791447
502,TEXAS,2001,7.675885949,8.255914719,3.957804918,2.250578946,0.367219731,1.218058527
503,UTAH,2001,5.743372156,5.592234698,3.013236834,1.368624576,0.419948469,0.652631028
504,VERMONT,2001,13.30679016,13.37064934,6.091091439,3.103791639,0.294499309,0.63504068
505,VIRGINIA,2001,8.300230721,8.622709076,4.495556506,2.505545953,0.331331247,0.973165053
506,WASHINGTON,2001,7.897788013,7.987649812,3.965272187,2.318891608,0.365524764,1.023108088
507,WEST_VIRGINIA,2001,8.124047798,8.083342373,4.570236366,2.446814913,0.559626992,0.461591756
508,WISCONSIN,2001,9.552535551,9.793407487,5.064377565,2.849917025,0.320541271,1.078125196
509,WYOMING,2001,8.9654223,8.783192697,4.749384133,2.841758536,0.277702846,0.757019763
510,ALABAMA,2002,7.060561672,7.087079947,3.745675395,1.947492108,0.576773174,0.683051405
511,ALASKA,2002,10.35837155,11.45272536,5.617795654,3.647274641,0.380430043,1.619494775
512,ARIZONA,2002,7.203709219,7.001247109,3.093863572,2.133408098,0.333816898,1.124870287
513,ARKANSAS,2002,7.00844686,6.873822527,3.779591282,2.026462672,0.367358252,0.532497256
514,CALIFORNIA,2002,8.91768193,9.200750703,4.659206947,2.536872354,0.469684524,1.140397415
515,COLORADO,2002,7.89078386,8.413573644,3.997477469,2.653738809,0.304248239,1.051254588
516,CONNECTICUT,2002,12.21768975,11.90800417,6.56551416,3.396595253,0.444864103,0.997192132
517,DELAWARE,2002,10.601315,11.19440228,5.801573686,3.166692116,0.458632367,1.384933217
518,DISTRICT_OF_COLUMBIA,2002,16.62735759,16.73777557,6.616678111,6.306783152,0.616400532,3.197913775
519,FLORIDA,2002,7.416144604,7.619874017,3.512241324,2.23561113,0.498022742,1.199879689
520,GEORGIA,2002,8.868439734,8.6291647,4.688174624,2.272220009,0.418945162,1.128341926
521,HAWAII,2002,10.23918156,7.784709503,4.416909605,2.480595624,0.658995589,0.228208685
522,IDAHO,2002,6.63617175,6.801859254,3.661410893,2.037401454,0.276744632,0.685555878
523,ILLINOIS,2002,9.319376161,10.04133192,4.836546481,2.94218873,0.333572122,1.414721198
524,INDIANA,2002,9.326671346,9.406217944,4.612100593,2.665432022,0.367857128,0.880572999
525,IOWA,2002,8.625110098,9.092296865,4.341920269,2.429574508,0.57230024,0.945362726
526,KANSAS,2002,8.131068643,7.849390903,4.166142781,2.542000919,0.353899584,0.492615971
527,KENTUCKY,2002,7.061867801,6.940597191,3.971644179,2.17657936,0.423344535,0.223450898
528,LOUISIANA,2002,7.212473467,7.307682335,3.975869864,2.119227284,0.454654792,0.611014486
529,MAINE,2002,9.94422043,10.0174439,5.749868513,2.671380707,0.380298426,0.682230793
530,MARYLAND,2002,9.795806609,9.95590026,5.208692368,2.869358849,0.455701571,1.093468814
531,MASSACHUSETTS,2002,11.68883468,11.99139887,6.519258764,3.393500278,0.366536028,1.202850858
532,MICHIGAN,2002,10.46739897,10.94620226,4.87129796,3.386311922,0.499773618,1.364106783
533,MINNESOTA,2002,9.690473587,10.4727737,4.942911212,2.489489526,0.715190474,1.541678432
534,MISSISSIPPI,2002,6.155163166,6.148157855,3.22362342,1.779034047,0.399247864,0.608442131
535,MISSOURI,2002,8.193638328,8.392980466,4.287930341,2.445218141,0.474926312,0.910776575
536,MONTANA,2002,7.702084336,7.670196572,4.362607166,2.383845905,0.315497097,0.464234173
537,NEBRASKA,2002,8.909126147,9.030695341,4.717071486,2.35250133,0.379003415,1.287682045
538,NEVADA,2002,7.304284116,8.208727728,3.786380326,2.082086629,0.246392331,1.704499407
539,NEW_HAMPSHIRE,2002,9.292837023,9.632283131,5.158219745,2.5802474,0.283441341,0.920018516
540,NEW_JERSEY,2002,13.62646622,13.6896409,7.033773288,4.51177654,0.461054776,1.060266356
541,NEW_MEXICO,2002,7.990165266,8.007236701,3.765282729,2.563958835,0.389585197,1.175330974
542,NEW_YORK,2002,12.56054423,13.90893682,8.140163552,3.295603267,0.415828434,1.689723506
543,NORTH_CAROLINA,2002,7.484616821,7.62439012,4.119365262,2.025736871,0.403757727,0.874551366
544,NORTH_DAKOTA,2002,7.993118487,7.916723305,4.112209258,2.117844736,0.552437321,0.542478478
545,OHIO,2002,9.790689985,9.801243792,4.718399669,3.153713425,0.436866687,1.184628435
546,OKLAHOMA,2002,7.025091824,7.181861874,3.526246755,2.313983749,0.71652508,0.549364667
547,OREGON,2002,8.683712273,9.061917308,4.50451052,2.906272516,0.31205195,1.013531561
548,PENNSYLVANIA,2002,10.52171312,11.33224267,5.476256897,3.084305069,0.428802958,1.274979012
549,RHODE_ISLAND,2002,10.43075774,10.21610353,6.155946726,3.092738022,0.358648738,0.172406528
550,SOUTH_CAROLINA,2002,8.344374632,8.745441145,4.199775487,2.403510359,0.467486324,1.418575303
551,SOUTH_DAKOTA,2002,7.322278945,7.724256464,3.821677194,2.136011453,0.335360146,1.174979745
552,TENNESSEE,2002,6.445236968,7.088551234,3.875039963,1.809867494,0.365988448,0.849502337
553,TEXAS,2002,7.976707524,8.673578264,4.091730327,2.329621393,0.384933304,1.313074266
554,UTAH,2002,5.962337106,6.085104656,3.194320391,1.422451647,0.417400931,0.886984263
555,VERMONT,2002,14.38470553,14.44491688,6.514648387,3.383824033,0.328600911,0.680898504
556,VIRGINIA,2002,8.53170144,8.785543589,4.624348455,2.58502984,0.343667414,0.970001162
557,WASHINGTON,2002,8.175379509,8.286420927,4.144138922,2.408379905,0.379239001,1.027680341
558,WEST_VIRGINIA,2002,8.554977051,8.603079977,4.772726789,2.516879619,0.577780928,0.689517801
559,WISCONSIN,2002,9.854443932,10.12774675,5.304845889,2.971915504,0.371519716,0.986177127
560,WYOMING,2002,10.33845296,9.882100641,5.277074303,3.104042231,0.312729672,1.05293696
561,ALABAMA,2003,7.138417365,7.279752713,3.870189586,2.090207446,0.583407061,0.593871411
562,ALASKA,2003,10.69704358,12.07991568,5.727740561,3.856267301,0.417957585,1.852959048
563,ARIZONA,2003,7.461789419,7.096570606,3.21205767,2.244548406,0.347297657,0.988036946
564,ARKANSAS,2003,7.200305226,7.203690704,3.929093785,2.160570289,0.379349029,0.549240489
565,CALIFORNIA,2003,9.606577605,9.595982656,4.747661788,2.735114876,0.481127757,1.179070054
566,COLORADO,2003,8.384595413,8.900922576,4.21909223,2.862344534,0.314866274,1.093309491
567,CONNECTICUT,2003,12.68974011,12.31036199,6.785226432,3.558304435,0.460055865,0.984327196
568,DELAWARE,2003,11.16475261,11.8388149,6.05665786,3.303858665,0.479852986,1.538856239
569,DISTRICT_OF_COLUMBIA,2003,16.49922988,16.3792986,7.011255591,6.014010249,0.476777939,2.877254821
570,FLORIDA,2003,7.706801241,7.955276523,3.793354277,2.340928506,0.483019073,1.152731956
571,GEORGIA,2003,9.041740344,9.036376059,4.91564688,2.417341938,0.43446433,1.140166023
572,HAWAII,2003,11.30875433,8.716753069,4.833149285,2.839209265,0.701418166,0.342976353
573,IDAHO,2003,6.784234352,6.949041305,3.719831801,2.053332797,0.280353299,0.747842183
574,ILLINOIS,2003,9.515532341,10.31587161,5.046838942,3.071913312,0.3426433,1.322551807
575,INDIANA,2003,8.248443303,9.780527011,4.787253942,2.849806895,0.377787425,0.859635715
