INDEX,STATE,YEAR,REVENUE_PER_STUDENT,TOTAL_EXPENDITURE_PER_STUDENT,INSTRUCTION_EXPENDITURE_PER_STUDENT,SUPPORT_SERVICES_EXPENDITURE_PER_STUDENT,OTHER_EXPENDITURE_PER_STUDENT,CAPITAL_OUTLAY_EXPENDITURE_PER_STUDENT
856,SOUTH_CAROLINA,2008,10.89556836,11.49209847,5.270277268,3.471523952,0.547881269,1.659361039
857,SOUTH_DAKOTA,2008,9.79324211,9.643561995,5.01494992,2.888303209,0.502286071,0.943029127
858,TENNESSEE,2008,8.362421313,8.778537545,4.870369394,2.454405184,0.467058202,0.760629931
859,TEXAS,2008,10.09403108,10.95834131,4.986457324,2.91607867,0.483427651,1.775201969
860,UTAH,2008,7.546099864,7.797605309,3.71779966,1.704833961,0.52089827,1.67130793
861,VERMONT,2008,21.48153414,21.47582434,9.453383228,5.268656377,0.501472947,0.953388915
862,VIRGINIA,2008,11.99824188,12.37861587,6.502109506,3.774098047,0.450965466,1.24203624
863,WASHINGTON,2008,10.87362565,11.34220883,5.401938274,3.272511208,0.487438518,1.745709884
864,WEST_VIRGINIA,2008,10.52701297,10.89289581,5.919789873,3.354755355,0.676642945,0.886247715
865,WISCONSIN,2008,12.23527961,12.15072201,6.47474275,3.795576597,0.520458471,0.768354324
866,WYOMING,2008,18.63583398,17.64516054,8.184937959,5.23297787,0.504145783,3.603772488
867,ALABAMA,2009,9.637519647,10.48116186,5.144914359,3.126796376,0.752371028,1.240439445
868,ALASKA,2009,16.57736724,18.40053441,8.674682883,6.394414755,0.543897233,2.327812586
869,ARIZONA,2009,8.970231417,9.762930512,4.378365296,3.0405787,0.464079902,1.337669405
870,ARKANSAS,2009,10.01878492,10.575693,5.096662683,3.146329331,1.123590129,0.863708125
871,CALIFORNIA,2009,11.8634997,11.99297836,5.713358747,3.479810014,0.603028478,1.424614082
872,COLORADO,2009,10.23396193,10.69182507,5.059064019,3.335354921,0.406527532,1.274595231
873,CONNECTICUT,2009,17.95320909,17.28892536,9.373012517,5.201989801,0.61323134,1.415067223
874,DELAWARE,2009,14.71690182,15.39539742,7.514109106,4.249708914,0.691859868,2.178521284
875,DISTRICT_OF_COLUMBIA,2009,18.06880061,18.16701631,7.459746002,8.349168753,0.868782568,1.489318987
876,FLORIDA,2009,10.10058073,11.00521984,5.293146534,3.07554096,0.589546512,1.72847777
877,GEORGIA,2009,10.89528418,11.53319536,6.100834264,3.11298874,0.507433932,1.644081164
878,HAWAII,2009,14.98656103,12.91897057,7.813241734,4.00221197,0.721386465,0.3821304
879,IDAHO,2009,8.144298771,7.756813746,4.320316028,2.411683479,0.37535221,0.41496393
880,ILLINOIS,2009,12.74620541,13.09040042,6.38556769,4.13971013,0.44063381,1.362586909
881,INDIANA,2009,12.64210379,10.91008977,5.395811756,3.580639703,0.463499955,0.874904085
882,IOWA,2009,11.75718016,11.75690737,5.977073544,3.312807271,0.463498777,1.37899003
883,KANSAS,2009,11.93595,12.38774139,6.12846135,3.355157351,0.47604077,2.038412567
884,KENTUCKY,2009,10.01245339,10.19769265,5.177501799,3.061369723,0.614352594,1.075024856
885,LOUISIANA,2009,12.04716842,12.15189491,6.11367525,3.83648574,0.616035029,1.243847827
886,MAINE,2009,13.9995677,14.00691672,7.384507824,4.577556946,0.79188993,0.576478876
887,MARYLAND,2009,15.58216054,15.11956183,8.176702249,4.721689633,0.581117612,1.139111926
888,MASSACHUSETTS,2009,16.40649395,16.27435848,9.529811666,4.961313204,0.489831485,0.63212099
889,MICHIGAN,2009,12.75868203,13.00315769,6.128515819,4.132656267,0.563154181,0.832808135
890,MINNESOTA,2009,12.92880021,13.97753084,7.262439891,3.387019234,1.002729665,1.482220344
891,MISSISSIPPI,2009,8.94168292,9.268753283,4.71852262,2.834153104,0.561723067,1.005250471
892,MISSOURI,2009,10.59794788,11.44240871,5.789982625,3.382207792,0.599656302,1.253184412
893,MONTANA,2009,11.34089659,11.44351892,6.0360483,3.596359199,0.472366027,1.115451891
894,NEBRASKA,2009,12.05664343,12.06116833,6.46022912,3.099938048,0.496284583,1.671314789
895,NEVADA,2009,10.30685755,10.62190331,4.978778844,3.165035906,0.329927956,1.469993155
896,NEW_HAMPSHIRE,2009,14.29349724,13.99525439,7.848363651,4.172491676,0.37975069,0.570280778
897,NEW_JERSEY,2009,19.56615116,19.29670266,10.18541647,6.411588354,0.70321615,1.106522785
898,NEW_MEXICO,2009,11.26577477,12.00204115,5.49835887,3.551830186,0.401588504,2.386494371
899,NEW_YORK,2009,20.72361208,21.45278987,13.0513326,5.221215802,0.524805613,2.02608459
900,NORTH_CAROLINA,2009,10.6128683,10.23926631,5.47051714,2.650035398,0.517614237,1.13434945
901,NORTH_DAKOTA,2009,12.15114154,12.01504443,6.125849154,3.278459214,0.831827834,1.013987935
902,OHIO,2009,13.17431778,12.97081961,6.208135925,4.249654728,0.53751897,1.475996951
903,OKLAHOMA,2009,9.355079288,9.218537303,4.40139074,2.940955614,0.896544716,0.882353397
904,OREGON,2009,10.9835392,11.97556561,5.869729601,3.78327026,0.382894676,1.432243199
905,PENNSYLVANIA,2009,15.85849764,16.19818095,7.589045992,4.526635233,0.684964837,1.429579556
906,RHODE_ISLAND,2009,15.40205341,15.34313635,8.650009539,5.462362476,0.639431604,0.17072378
907,SOUTH_CAROLINA,2009,10.73756177,11.79827661,5.395888225,3.448726708,0.557787453,1.846286522
908,SOUTH_DAKOTA,2009,9.941843568,10.05754833,5.101023503,3.000584407,0.448351024,1.219824046
909,TENNESSEE,2009,8.351033059,8.863942175,4.950991473,2.553094029,0.475009367,0.67135434
910,TEXAS,2009,10.34762422,11.52849358,5.141983838,2.969394077,0.492641921,2.000685789
911,UTAH,2009,7.961458061,8.301044451,4.074567129,1.894390468,0.582843287,1.543091807
912,VERMONT,2009,19.49761353,19.24257414,9.956360056,5.665141335,0.568813716,0.743396664
913,VIRGINIA,2009,12.34873739,12.55831115,6.634665896,3.897535674,0.465447944,1.148858683
914,WASHINGTON,2009,11.60819649,11.81634259,5.776649834,3.344818599,0.491749742,1.755931758
915,WEST_VIRGINIA,2009,10.98660556,11.0735701,6.241032535,3.527054926,0.698752785,0.557093094
916,WISCONSIN,2009,12.67662897,12.54906665,6.755534667,3.901248508,0.545877617,0.748305432
917,WYOMING,2009,19.26804337,19.06561957,8.564659484,5.549447517,0.542307206,4.283117361
918,ALABAMA,2010,9.722479566,10.21188854,5.208371334,3.082431442,0.741817546,0.974403416
919,ALASKA,2010,16.99110959,18.06460976,8.773321144,6.523696339,0.545720489,1.751220813
920,ARIZONA,2010,9.162393606,9.146664771,4.383059147,3.061195599,0.415948032,0.740837992
921,ARKANSAS,2010,10.67446625,11.62438803,5.309631352,3.360160203,1.347140538,1.253863469
922,CALIFORNIA,2010,10.83958389,11.46243843,5.577326882,3.331975369,0.572285168,1.150706361
923,COLORADO,2010,10.65587549,10.80208957,5.128284794,3.401706409,0.400838784,1.226292409
924,CONNECTICUT,2010,18.18796185,17.84238594,9.803322737,5.176738968,0.620044877,1.539044503
925,DELAWARE,2010,14.73678036,14.95382052,7.661441153,4.247169041,0.674397252,1.639286564
926,DISTRICT_OF_COLUMBIA,2010,27.26334747,29.408836,12.00175535,9.69723704,0.930948799,6.778894816
927,FLORIDA,2010,9.983725675,10.37798309,5.278973049,3.071226578,0.599022985,1.120535969
928,GEORGIA,2010,10.742737,10.73950753,5.926247845,3.046975178,0.495300314,1.092434075
929,HAWAII,2010,14.23370108,12.29471242,7.334552376,3.872633133,0.682873094,0.404653821
930,IDAHO,2010,8.169140289,7.871847959,4.350620562,2.396402276,0.375664352,0.50703079
931,ILLINOIS,2010,13.46435691,13.61050914,6.990193009,4.358697408,0.458005405,0.926545498
932,INDIANA,2010,13.66716924,11.21046769,5.600717507,3.602745667,0.480362126,0.905816756
933,IOWA,2010,11.6942769,12.09442957,6.046045333,3.302390815,0.460730171,1.651842729
934,KANSAS,2010,11.56991638,12.68424458,6.020177936,3.243823795,0.465176515,2.507747038
935,KENTUCKY,2010,10.12198982,10.43103481,5.319280307,3.113781271,0.611906733,1.099421828
936,LOUISIANA,2010,12.18891929,12.24012733,6.231602195,3.831778151,0.605888503,1.18857581
937,MAINE,2010,14.50358144,14.28681902,7.577517934,4.660034962,0.568409776,0.839453404
938,MARYLAND,2010,15.71204076,15.56812244,8.426599643,4.771561989,0.567226485,1.306123652
939,MASSACHUSETTS,2010,16.05019423,15.9835612,9.121897352,4.854293764,0.475550497,0.869007034
940,MICHIGAN,2010,12.83726458,13.21692297,6.260099847,4.123170073,0.582058441,0.79546983
941,MINNESOTA,2010,12.98616834,13.21232593,7.09847239,3.13227991,0.994338525,1.187994222
942,MISSISSIPPI,2010,9.084446081,9.161492603,4.753746052,2.84690563,0.555320746,0.858299892
943,MISSOURI,2010,10.68448695,11.29972318,5.836517159,3.391340929,0.612560567,1.032560389
944,MONTANA,2010,11.46119427,11.59468711,6.321603749,3.752690676,0.485655608,0.777702498
945,NEBRASKA,2010,12.61429133,12.34183314,7.085499817,3.143147267,0.515880765,1.25902871
946,NEVADA,2010,10.05634185,10.05256229,4.994903966,3.206634754,0.337017735,0.899105599
947,NEW_HAMPSHIRE,2010,14.78058765,14.52831964,8.198486636,4.256814206,0.387036736,0.667492169
948,NEW_JERSEY,2010,19.47804649,19.52217329,10.5738668,6.541378829,0.702805222,0.842675676
949,NEW_MEXICO,2010,10.97830652,11.50767569,5.433878637,3.554366454,0.407445178,1.913301512
950,NEW_YORK,2010,20.55838363,22.26892955,13.57925443,5.246759328,0.531341606,2.271019001
951,NORTH_CAROLINA,2010,11.50731406,9.805046216,5.28786791,2.682016659,0.488097208,0.825702415
952,NORTH_DAKOTA,2010,13.77110856,13.34174763,6.604187501,3.602261124,0.850447909,1.50397381
953,OHIO,2010,13.92300335,13.59566414,6.573490131,4.473094742,0.553202639,1.46790893
954,OKLAHOMA,2010,8.841153196,9.136664769,4.437887857,2.909568967,0.95522895,0.722066672
955,OREGON,2010,11.10201004,11.42024208,5.794735818,3.666337045,0.391602512,1.02423787
956,PENNSYLVANIA,2010,16.56914041,16.77545254,7.987787059,4.619975673,0.703412647,1.312297261
957,RHODE_ISLAND,2010,15.65080164,15.50926445,8.780532254,5.381838424,0.63281876,0.288413947
958,SOUTH_CAROLINA,2010,10.83779678,11.51854134,5.30743163,3.417649772,0.544381559,1.681483811
959,SOUTH_DAKOTA,2010,10.46288697,10.3729675,5.342268625,3.093456355,0.466504795,1.183869532
960,TENNESSEE,2010,8.652361403,9.018160125,5.07923913,2.590374444,0.48132722,0.645852335
961,TEXAS,2010,10.69179065,11.37922376,5.307444043,2.998560739,0.507873537,1.703543488
962,UTAH,2010,7.890195591,8.032566886,3.931029042,1.861725787,0.571970906,1.459638076
963,VERMONT,2010,19.94185755,19.59965812,10.14935613,5.807977208,0.54219943,0.749299145
964,VIRGINIA,2010,12.00089903,11.98694838,6.466868808,3.739503468,0.454357892,0.90584756
965,WASHINGTON,2010,11.51897829,11.42400131,5.73548783,3.28850382,0.48634288,1.465468936
966,WEST_VIRGINIA,2010,11.27238599,12.36425408,7.019267071,3.885277545,0.725272152,0.680067275
967,WISCONSIN,2010,13.05323865,12.85333184,6.931130607,3.995443393,0.561581828,0.714239136
968,WYOMING,2010,19.66839859,19.41172364,9.013916387,5.777566692,0.564082903,3.898854416
969,ALABAMA,2011,9.87601967,9.922935524,5.146452225,3.073781718,0.748581198,0.755332808
970,ALASKA,2011,17.90247828,18.55598919,9.225703092,6.898552815,0.615250866,1.367741299
971,ARIZONA,2011,8.904969622,9.096430167,4.2022965,3.100799623,0.370424406,0.782956588
972,ARKANSAS,2011,10.88497764,11.92181491,5.381740339,3.481611857,1.422751713,1.274010569
973,CALIFORNIA,2011,11.43928115,11.26102924,5.517883779,3.267344973,0.562047811,1.05177922
974,COLORADO,2011,10.47812135,10.39305034,5.036325872,3.359903549,0.405191703,0.991042509
975,CONNECTICUT,2011,18.4542114,17.80534282,10.1181253,5.36562592,0.629571503,0.973561302
976,DELAWARE,2011,14.67466925,15.08954938,8.043877943,4.147199653,0.747226347,1.522356062
977,DISTRICT_OF_COLUMBIA,2011,29.02941243,29.34851467,11.8822824,8.813004819,1.269983484,7.383243965
978,FLORIDA,2011,10.03400579,10.23816759,5.418070978,3.063867677,0.620973872,0.840944332
979,GEORGIA,2011,10.8221014,10.31637375,5.80499196,3.004191979,0.5249607,0.821346319
980,HAWAII,2011,13.91703276,12.57846003,6.979549112,4.377948898,0.745040395,0.475921626
981,IDAHO,2011,7.865561715,7.379458288,4.156940007,2.309510637,0.3724432,0.314339155
982,ILLINOIS,2011,14.24032848,13.76654856,7.06351195,4.474469069,0.445270386,0.909634315
983,INDIANA,2011,11.84999805,10.86133285,5.48200387,3.468197455,0.489321944,0.824525517
984,IOWA,2011,12.35776394,12.27432608,6.070989862,3.320105858,0.466545625,1.745437119
985,KANSAS,2011,11.47495504,11.73034979,5.883260961,3.171160906,0.456798538,1.764638734
986,KENTUCKY,2011,10.55725469,10.77905308,5.444616157,3.326546382,0.634495763,1.089751515
987,LOUISIANA,2011,12.06255967,12.35717755,6.258458388,3.883294317,0.611626064,1.217302728
988,MAINE,2011,14.20700618,14.60398212,7.661958413,4.679101881,0.77626783,0.882329328
989,MARYLAND,2011,15.77980941,15.54946941,8.457465102,4.871582483,0.566164811,1.161822409
990,MASSACHUSETTS,2011,16.64680621,16.38106699,9.391140476,4.955747792,0.482182456,0.883582386
991,MICHIGAN,2011,13.30664727,12.68570008,6.317987508,4.137738107,0.592447214,0.874653666
992,MINNESOTA,2011,13.65939534,13.28401497,7.065758658,3.154444098,1.007902204,1.27285825
993,MISSISSIPPI,2011,9.207956357,8.859434566,4.562785663,2.840238846,0.559079437,0.752062072
994,MISSOURI,2011,11.05758212,10.97633885,5.688488483,3.317994161,0.5928837,0.947716187
995,MONTANA,2011,11.52986314,11.69784284,6.377597524,3.816744271,0.512177716,0.732909863
996,NEBRASKA,2011,13.03299413,12.35079739,7.061580533,3.197995021,0.574859151,1.174777178
997,NEVADA,2011,9.651956426,9.913305091,5.03142385,3.205523614,0.349014222,0.753581155
998,NEW_HAMPSHIRE,2011,15.5699749,15.85652622,8.739289394,4.519751684,0.408844274,1.089636772
999,NEW_JERSEY,2011,18.75247051,18.37654181,10.08504876,6.170454813,0.649885773,0.655493855
1000,NEW_MEXICO,2011,10.83772667,11.14887755,5.264605143,3.393124968,0.423377885,1.860374865
1001,NEW_YORK,2011,21.57074668,22.20312302,14.13088311,5.400990957,0.529165104,1.738171787
1002,NORTH_CAROLINA,2011,9.950518501,9.506845096,5.224887906,2.654280697,0.480840291,0.677097914
1003,NORTH_DAKOTA,2011,13.59975066,13.63280869,6.866593943,3.741291361,0.897117033,1.298290998
1004,OHIO,2011,14.18796413,13.89907788,6.689297834,4.572884036,0.565348099,1.506873915
1005,OKLAHOMA,2011,8.865787047,8.57688445,4.355457539,2.757564615,0.557873961,0.775534328
1006,OREGON,2011,10.92234705,11.28892967,5.827393407,3.70119418,0.401877308,0.82550645
1007,PENNSYLVANIA,2011,17.05266289,17.24311101,8.236455729,4.756315034,0.722468271,1.310198856
1008,RHODE_ISLAND,2011,15.89824443,15.80186408,9.054672061,5.293668303,0.674202519,0.314220628
1009,SOUTH_CAROLINA,2011,10.89370311,11.15812931,5.171303596,3.4035593,0.544295743,1.424121002
1010,SOUTH_DAKOTA,2011,10.33062661,10.75220718,5.266325938,3.109988616,0.475723054,1.589294102
1011,TENNESSEE,2011,8.799727692,9.085164774,5.015465611,2.671598833,0.486344033,0.670323465
1012,TEXAS,2011,10.62939076,10.97701552,5.240412475,2.984410845,0.515443953,1.365821312
1013,UTAH,2011,7.593126083,7.693352524,3.955549648,1.867541873,0.578780517,1.087191852
1014,VERMONT,2011,19.38905751,19.80312019,10.21346945,5.884263411,0.614127061,0.731818077
1015,VIRGINIA,2011,11.71629018,11.73265502,6.284577232,3.679544822,0.46311634,0.859467787
1016,WASHINGTON,2011,11.41532188,11.43686306,5.759640415,3.286050822,0.493036773,1.406868211
1017,WEST_VIRGINIA,2011,12.31929252,13.00860951,7.125817885,4.112331195,0.750951689,0.954318931
1018,WISCONSIN,2011,13.49642986,13.23772608,7.102568583,4.245036454,0.554644426,0.627037747
1019,WYOMING,2011,18.72195316,18.79260478,9.366335848,5.992763568,0.590324959,2.658742131
1020,ALABAMA,2012,9.584673277,9.699110017,4.962552762,3.007662959,0.750258185,0.78019422
1021,ALASKA,2012,18.22576871,18.9898372,9.602717728,7.242836715,0.631692042,1.110483211
1022,ARIZONA,2012,8.416758421,8.543902972,4.155517227,3.030033795,0.382851863,0.741492334
1023,ARKANSAS,2012,10.86870127,11.14208981,5.356761291,3.540110707,0.584284096,1.287486519
1024,CALIFORNIA,2012,11.12623145,11.31573308,5.515534656,3.287707435,0.562360935,1.086025967
1025,COLORADO,2012,10.21919656,10.04902742,4.951495635,3.263093035,0.419797894,0.827206092
1026,CONNECTICUT,2012,19.27627088,18.74115659,10.49976936,5.612244976,0.660687797,1.219997665
1027,DELAWARE,2012,15.6449538,16.15158821,8.877343539,4.478967157,0.886279336,1.260992716
1028,DISTRICT_OF_COLUMBIA,2012,29.83114438,26.66058541,13.31650903,5.977766821,1.003630822,6.36267874
1029,FLORIDA,2012,9.079830841,9.536010673,5.100072633,2.861460663,0.610341166,0.691075128
1030,GEORGIA,2012,10.52022339,10.42455528,5.758070546,3.021673229,0.549909655,0.938210689
1031,HAWAII,2012,13.87495758,12.83336617,6.912405723,4.458041881,0.783707158,0.679211411
1032,IDAHO,2012,7.40585896,7.145068696,4.011541509,2.279096712,0.384334494,0.258783208
1033,ILLINOIS,2012,14.43412756,14.0322518,7.191278124,4.517832411,0.46158811,0.981156477
1034,INDIANA,2012,12.31382826,11.27717218,5.622173854,3.646208576,0.518346915,0.888561503
1035,IOWA,2012,12.62993728,12.61807732,6.196027185,3.405150543,0.489916712,1.816183677
1036,KANSAS,2012,11.56038518,11.56469951,6.044646626,3.233115935,0.484271743,1.364774059
1037,KENTUCKY,2012,10.5487609,10.91850132,5.423168927,3.403069987,0.658386952,1.120609773
1038,LOUISIANA,2012,12.73970439,12.77963659,6.560071107,4.197639892,0.651531681,1.168151314
1039,MAINE,2012,13.94444771,14.02296966,7.352614461,4.740241499,0.577424471,0.701714847
1040,MARYLAND,2012,16.10829982,15.47491268,8.363555866,4.874340871,0.3943449,1.334211001
1041,MASSACHUSETTS,2012,17.08436809,17.01132567,9.539101728,5.031666347,0.506769931,1.257128396
1042,MICHIGAN,2012,13.10220135,12.70926018,6.38176558,4.082150154,0.607065162,0.844699827
1043,MINNESOTA,2012,13.35641887,13.3748487,7.093115728,3.195773355,1.033113427,1.293129233
1044,MISSISSIPPI,2012,9.1268948,9.015692421,4.670289981,2.95531767,0.574042179,0.67134579
1045,MISSOURI,2012,11.22076395,11.09536946,5.661296588,3.352358487,0.619137929,0.998044157
1046,MONTANA,2012,11.44792143,11.61819358,6.24454959,3.774088317,0.518908582,0.82257781
1047,NEBRASKA,2012,12.5076211,12.89461057,7.469876155,3.272807627,0.549635975,1.244998189
1048,NEVADA,2012,9.460207782,9.590330575,4.782351596,3.119985718,0.373239897,0.749417772
1049,NEW_HAMPSHIRE,2012,15.53229932,15.52424284,8.673085995,4.552479846,0.409848096,0.83896466
1050,NEW_JERSEY,2012,20.72805232,19.86969255,10.89364579,6.706750357,0.708884462,0.707041269
1051,NEW_MEXICO,2012,10.58355593,11.00334966,5.138187958,3.33821534,0.434269372,1.872363017
1052,NEW_YORK,2012,22.30727159,22.7744934,14.53536705,5.545450144,0.563714695,1.548742468
1053,NORTH_CAROLINA,2012,8.746343795,9.176925834,5.143939974,2.610659348,0.490226868,0.498286111
1054,NORTH_DAKOTA,2012,13.79089744,14.15163754,7.029737071,3.775542002,0.961857414,1.649367024
1055,OHIO,2012,13.97982359,13.89592394,6.659789743,4.613802491,0.566850107,1.481508279
1056,OKLAHOMA,2012,8.769893104,8.423467329,4.120424571,2.858961156,0.58114875,0.746942186
1057,OREGON,2012,10.81130047,11.14530162,5.737391995,3.632611094,0.403290234,0.791777944
1058,PENNSYLVANIA,2012,16.95176497,16.93373801,8.177745189,4.671143918,0.711711564,1.055246392
1059,RHODE_ISLAND,2012,16.07189229,15.94200146,9.259716157,5.293209607,0.692962154,0.244781659
1060,SOUTH_CAROLINA,2012,11.02317449,11.10514514,5.238871719,3.477631667,0.570942963,1.214156179
1061,SOUTH_DAKOTA,2012,10.1680394,10.15432253,5.081369494,2.973482298,0.494543006,1.349748681
1062,TENNESSEE,2012,8.995475838,9.269146578,5.158285585,2.697007324,0.51487526,0.672447874
1063,TEXAS,2012,10.31628358,10.36490556,4.93368855,2.880297287,0.515406593,1.143170826
1064,UTAH,2012,7.614308695,7.818429496,3.903022895,1.89980194,0.603927254,1.203395002
1065,VERMONT,2012,19.94089896,19.62442024,10.27935158,5.89488223,0.614211986,0.520507457
1066,VIRGINIA,2012,11.88268413,12.03299049,6.460637286,3.773490216,0.486561226,0.858004091
1067,WASHINGTON,2012,11.44232507,11.66465905,5.61486846,3.575416134,0.502285482,1.48544297
1068,WEST_VIRGINIA,2012,14.07695825,12.53853762,6.71405377,4.095385128,0.78334775,0.868813987
1069,WISCONSIN,2012,12.90372564,12.42233648,6.522664986,4.084124664,0.568859071,0.520373815
1070,WYOMING,2012,18.50104451,18.5648821,9.39841545,6.006067071,0.592250594,2.369546859
1071,ALABAMA,2013,9.666856939,10.05676061,5.033917222,3.112281545,0.774613591,0.864312308
1072,ALASKA,2013,19.41488737,20.3365067,10.10480506,7.494351252,0.664919789,1.895667895
1073,ARIZONA,2013,8.669532327,8.070904913,4.060704494,2.807336741,0.391568248,0.593023873
1074,ARKANSAS,2013,10.60786325,10.94026367,5.328613653,3.54674116,0.589664152,1.117766623
1075,CALIFORNIA,2013,11.09220126,11.23049083,5.507545259,3.317183715,0.557562872,0.992160397
1076,COLORADO,2013,10.37158001,10.22148184,5.044160068,3.259119478,0.429143318,0.890699043
1077,CONNECTICUT,2013,19.92877917,18.84631874,10.74175956,5.72917584,0.695003206,0.941109901
1078,DELAWARE,2013,16.26545899,16.21625311,8.685992333,4.725803598,0.823372794,1.330707335
1079,DISTRICT_OF_COLUMBIA,2013,29.42656013,29.61674099,12.67434754,7.53744992,0.901446389,8.503497137
1080,FLORIDA,2013,9.20927855,9.419665278,5.161512704,2.844033784,0.630360953,0.526647772
1081,GEORGIA,2013,10.37637969,10.2919875,5.679052311,2.945490961,0.554071032,0.970417563
1082,HAWAII,2013,12.62053475,12.69710435,6.94886339,4.171048928,0.783427149,0.793764884
1083,IDAHO,2013,7.408144963,7.232241703,4.09232918,2.3213695,0.394251479,0.231124343
1084,ILLINOIS,2013,14.52195961,14.26104116,7.384797637,4.594430055,0.476457166,0.938538223
1085,INDIANA,2013,12.2028866,11.18016359,5.520629814,3.585531906,0.525792503,0.860191549
1086,IOWA,2013,12.5755422,12.6494097,6.356474317,3.500943965,0.508569758,1.569189712
1087,KANSAS,2013,11.59913834,11.50458053,6.077080988,3.266489285,0.497415011,1.261978346
1088,KENTUCKY,2013,10.53442364,10.82306364,5.34824214,3.392438639,0.667259846,1.064313024
1089,LOUISIANA,2013,12.10028518,11.8316457,5.905248556,3.959960128,0.649874247,0.959854341
1090,MAINE,2013,14.35086256,13.72849005,7.316679481,4.697469163,0.632692953,0.380897976
1091,MARYLAND,2013,16.07761984,15.46069954,8.499357581,4.939126124,0.416547183,1.112113792
1092,MASSACHUSETTS,2013,17.4976579,17.59225619,9.878716742,5.168471652,0.507129455,1.393268822
1093,MICHIGAN,2013,13.22818095,12.64746696,6.433354547,4.109168551,0.614303701,0.696878799
1094,MINNESOTA,2013,13.51942915,13.63569625,7.260732702,3.305262358,1.060458294,1.267063283
1095,MISSISSIPPI,2013,9.017127019,8.866950595,4.614732361,2.972880022,0.576424326,0.579898021
1096,MISSOURI,2013,11.26094376,11.1474537,5.728346544,3.435056352,0.631874537,0.928463795
1097,MONTANA,2013,11.70229767,11.76159863,6.351800108,3.818889753,0.522623024,0.780800717
1098,NEBRASKA,2013,12.76262523,12.90401066,7.645586693,3.385500689,0.554121791,0.983475244
1099,NEVADA,2013,9.569313718,9.397101738,4.767606351,3.23525856,0.386343845,0.514528367
1100,NEW_HAMPSHIRE,2013,15.85652334,15.33557801,8.752896864,4.685631023,0.407494819,0.386717314
1101,NEW_JERSEY,2013,20.96884863,21.05087412,11.57125537,6.821489,0.910422909,0.697472168
1102,NEW_MEXICO,2013,10.75343588,10.80821738,5.225397223,3.351093644,0.444150375,1.571096761
1103,NEW_YORK,2013,22.67237229,23.00777054,14.7374638,5.645582847,0.556077732,1.514305053
1104,NORTH_CAROLINA,2013,8.669908216,9.297286253,5.231739212,2.695548648,0.506758487,0.444793315
1105,NORTH_DAKOTA,2013,13.91090324,15.01187825,7.116753279,3.9654244,0.940311804,2.223360554
1106,OHIO,2013,13.96558507,13.64290229,6.692709011,4.571101642,0.568181677,1.23847971
1107,OKLAHOMA,2013,8.7544192,8.633536626,4.170392214,2.936965798,0.601846763,0.83006203
1108,OREGON,2013,10.77559104,11.04278501,5.783153016,3.66580852,0.405135761,0.608775439
1109,PENNSYLVANIA,2013,17.54311157,17.54956168,9.519161246,4.76506657,0.725852901,0.92445005
1110,RHODE_ISLAND,2013,16.73491397,16.35921291,9.280987676,5.609768257,0.709093042,0.257248847
1111,SOUTH_CAROLINA,2013,11.42883133,11.38775547,5.445735474,3.630203711,0.590740866,1.181600805
1112,SOUTH_DAKOTA,2013,10.10478449,10.22668386,5.090394179,2.998073617,0.49885645,1.378292503
1113,TENNESSEE,2013,9.076459428,9.318487074,5.230703272,2.801573059,0.538877598,0.569046038
1114,TEXAS,2013,10.15503899,10.34701093,4.946688152,2.88932834,0.527902983,1.117330536
1115,UTAH,2013,7.648369686,8.153124139,4.199032571,1.951724567,0.550163165,1.24173995
1116,VERMONT,2013,20.37339686,20.28181614,10.48871076,6.040964126,0.639304933,0.625840807
1117,VIRGINIA,2013,12.11365347,12.36079154,6.677112453,3.853381348,0.494971855,0.861280912
1118,WASHINGTON,2013,11.64927143,11.51159719,5.625017961,3.594511757,0.511238452,1.37310936
1119,WEST_VIRGINIA,2013,12.34942439,12.35831887,6.475980305,4.00297191,0.797254791,1.008412738
1120,WISCONSIN,2013,12.84817832,12.55597364,6.526923126,4.111246826,0.57523297,0.603600402
1121,WYOMING,2013,18.52847607,18.30462238,9.252094873,5.96967214,0.568112047,2.337080616
1122,ALABAMA,2014,9.941164548,10.25257641,5.167400595,3.230092382,0.794023897,0.784960025
1123,ALASKA,2014,20.40499008,20.89073763,10.31459564,7.529113905,0.661212358,2.061506523
1124,ARIZONA,2014,8.858332707,8.591103008,4.134349008,3.027853554,0.488714819,0.718509816
1125,ARKANSAS,2014,10.82188709,10.92494181,5.438571229,3.654924867,0.587808227,0.88420671
1126,CALIFORNIA,2014,11.62936373,11.64826975,5.709433489,3.46918326,0.575416909,0.983841431
1127,COLORADO,2014,10.58954892,10.73311751,5.166906872,3.470707823,0.431815319,1.078065858
1128,CONNECTICUT,2014,21.02190842,19.96059341,11.52335829,6.121234949,0.672328511,0.875182456
1129,DELAWARE,2014,16.20233289,16.48553758,8.71017136,4.828664517,0.858733409,1.422763486
1130,DISTRICT_OF_COLUMBIA,2014,29.86560456,29.22186374,11.19996885,8.365582306,0.765631258,8.890681323
1131,FLORIDA,2014,9.629708326,9.794476559,5.370107776,2.93526899,0.660563319,0.542101578
1132,GEORGIA,2014,10.48833411,10.39813322,5.670742738,3.058998284,0.569298222,0.966403894
1133,HAWAII,2014,14.43471698,13.40368794,7.420682457,4.275000669,0.780934029,0.927070788
